State,City,Received,Approved,Denied,Pending,Category,Year,Quarter,Start_date,End_date
Washington,Seattle,10,27,nan,50,Other,2018,4,2018-07-01,2018-09-30
Washington,Spokane,0,0,0,nan,Other,2018,4,2018-07-01,2018-09-30
Washington,Yakima,nan,0,0,nan,Other,2018,4,2018-07-01,2018-09-30
West Virginia,Charleston,0,0,0,0,Other,2018,4,2018-07-01,2018-09-30
Wisconsin,Milwaukee,nan,nan,0,11,Other,2018,4,2018-07-01,2018-09-30
Guam,Agana,0,nan,0,nan,Other,2018,4,2018-07-01,2018-09-30
U.S. Virgin Islands,Charlotte Amalie,nan,0,0,nan,Other,2018,4,2018-07-01,2018-09-30
U.S. Virgin Islands,Christiansted,0,0,0,0,Other,2018,4,2018-07-01,2018-09-30
Puerto Rico,San Juan,0,nan,nan,nan,Other,2018,4,2018-07-01,2018-09-30
Service Center,California,354,17,0,198,Other,2018,4,2018-07-01,2018-09-30
Service Center,National Benefits Center,0,0,0,0,Other,2018,4,2018-07-01,2018-09-30
Service Center,Nebraska,232,251,35,1246,Other,2018,4,2018-07-01,2018-09-30
Service Center,Potomac,0,0,0,0,Other,2018,4,2018-07-01,2018-09-30
Service Center,Texas,84,23,nan,1868,Other,2018,4,2018-07-01,2018-09-30
Alabama,Montgomery,nan,46,nan,35,Other,2018,3,2018-04-01,2018-06-30
Alaska,Anchorage,nan,nan,nan,0,Other,2018,3,2018-04-01,2018-06-30
Arizona,Phoenix,nan,nan,nan,31,Other,2018,3,2018-04-01,2018-06-30
Arizona,Tucson,nan,nan,nan,nan,Other,2018,3,2018-04-01,2018-06-30
Arkansas,Fort Smith,nan,nan,0,19,Other,2018,3,2018-04-01,2018-06-30
California,Chula Vista,0,0,0,0,Other,2018,3,2018-04-01,2018-06-30
California,Fresno,nan,nan,nan,29,Other,2018,3,2018-04-01,2018-06-30
California,Imperial,nan,nan,0,nan,Other,2018,3,2018-04-01,2018-06-30
California,Los Angeles,25,46,nan,255,Other,2018,3,2018-04-01,2018-06-30
California,Los Angeles County,17,nan,nan,78,Other,2018,3,2018-04-01,2018-06-30
California,Sacramento,nan,27,nan,24,Other,2018,3,2018-04-01,2018-06-30
California,San Bernardino,nan,19,nan,37,Other,2018,3,2018-04-01,2018-06-30
California,San Diego,nan,10,nan,21,Other,2018,3,2018-04-01,2018-06-30
California,San Fernando Valley,10,23,nan,65,Other,2018,3,2018-04-01,2018-06-30
California,San Francisco,23,33,nan,150,Other,2018,3,2018-04-01,2018-06-30
California,San Jose,23,19,0,54,Other,2018,3,2018-04-01,2018-06-30
California,Santa Ana,26,nan,nan,68,Other,2018,3,2018-04-01,2018-06-30
Colorado,Denver,14,17,nan,113,Other,2018,3,2018-04-01,2018-06-30
Connecticut,Hartford,14,11,nan,43,Other,2018,3,2018-04-01,2018-06-30
Delaware,Dover,0,0,0,0,Other,2018,3,2018-04-01,2018-06-30
District Of Columbia,Washington,47,33,21,336,Other,2018,3,2018-04-01,2018-06-30
Florida,Hialeah,22,18,nan,84,Other,2018,3,2018-04-01,2018-06-30
Florida,Jacksonville,nan,nan,0,21,Other,2018,3,2018-04-01,2018-06-30
Florida,Kendall,nan,15,nan,70,Other,2018,3,2018-04-01,2018-06-30
Florida,Miami,13,34,nan,211,Other,2018,3,2018-04-01,2018-06-30
Florida,Fort Myers,nan,nan,0,22,Other,2018,3,2018-04-01,2018-06-30
Florida,Oakland Park,14,22,0,65,Other,2018,3,2018-04-01,2018-06-30
Florida,Orlando,19,nan,nan,67,Other,2018,3,2018-04-01,2018-06-30
Florida,Tampa,10,nan,nan,58,Other,2018,3,2018-04-01,2018-06-30
Florida,West Palm Beach,11,19,nan,48,Other,2018,3,2018-04-01,2018-06-30
Georgia,Atlanta,25,49,15,124,Other,2018,3,2018-04-01,2018-06-30
Hawaii,Honolulu,nan,0,0,16,Other,2018,3,2018-04-01,2018-06-30
Idaho,Boise,nan,nan,0,nan,Other,2018,3,2018-04-01,2018-06-30
Illinois,Chicago,25,46,nan,154,Other,2018,3,2018-04-01,2018-06-30
Indiana,Indianapolis,11,12,nan,26,Other,2018,3,2018-04-01,2018-06-30
Iowa,Des Moines,nan,nan,nan,23,Other,2018,3,2018-04-01,2018-06-30
Kansas,Wichita,nan,nan,0,nan,Other,2018,3,2018-04-01,2018-06-30
Kentucky,Louisville,nan,nan,nan,48,Other,2018,3,2018-04-01,2018-06-30
Louisiana,New Orleans,15,29,0,95,Other,2018,3,2018-04-01,2018-06-30
Maine,Portland,nan,0,0,nan,Other,2018,3,2018-04-01,2018-06-30
Maryland,Baltimore,59,28,nan,516,Other,2018,3,2018-04-01,2018-06-30
Massachusetts,Boston,38,63,12,172,Other,2018,3,2018-04-01,2018-06-30
Massachusetts,Lawrence,nan,19,nan,45,Other,2018,3,2018-04-01,2018-06-30
Michigan,Detroit,12,nan,nan,44,Other,2018,3,2018-04-01,2018-06-30
Minnesota,St. Paul,14,11,nan,135,Other,2018,3,2018-04-01,2018-06-30
Missouri,Kansas City,nan,nan,nan,19,Other,2018,3,2018-04-01,2018-06-30
Missouri,St. Louis,nan,nan,0,38,Other,2018,3,2018-04-01,2018-06-30
Montana,Helena,0,nan,nan,nan,Other,2018,3,2018-04-01,2018-06-30
Nebraska,Omaha,nan,nan,nan,27,Other,2018,3,2018-04-01,2018-06-30
Nevada,Las Vegas,10,18,nan,36,Other,2018,3,2018-04-01,2018-06-30
Nevada,Reno,0,nan,0,nan,Other,2018,3,2018-04-01,2018-06-30
New Hampshire,Manchester,0,0,0,nan,Other,2018,3,2018-04-01,2018-06-30
New Jersey,Mount Laurel,nan,nan,nan,21,Other,2018,3,2018-04-01,2018-06-30
New Jersey,Newark,53,25,nan,201,Other,2018,3,2018-04-01,2018-06-30
New Mexico,Albuquerque,nan,nan,0,nan,Other,2018,3,2018-04-01,2018-06-30
New York,Albany,nan,0,0,nan,Other,2018,3,2018-04-01,2018-06-30
New York,Brooklyn,67,104,15,360,Other,2018,3,2018-04-01,2018-06-30
New York,Buffalo,nan,nan,nan,11,Other,2018,3,2018-04-01,2018-06-30
New York,Long Island,32,56,51,522,Other,2018,3,2018-04-01,2018-06-30
New York,New York,107,126,10,739,Other,2018,3,2018-04-01,2018-06-30
New York,Queens,85,22,nan,440,Other,2018,3,2018-04-01,2018-06-30
North Carolina,Charlotte,nan,nan,nan,59,Other,2018,3,2018-04-01,2018-06-30
North Carolina,Raleigh,14,33,nan,49,Other,2018,3,2018-04-01,2018-06-30
Ohio,Cincinnati,12,nan,nan,41,Other,2018,3,2018-04-01,2018-06-30
Ohio,Cleveland,nan,nan,nan,19,Other,2018,3,2018-04-01,2018-06-30
Ohio,Columbus,nan,nan,nan,22,Other,2018,3,2018-04-01,2018-06-30
Oklahoma,Oklahoma City,nan,nan,nan,64,Other,2018,3,2018-04-01,2018-06-30
Oregon,Portland,13,nan,0,20,Other,2018,3,2018-04-01,2018-06-30
Pennsylvania,Philadelphia,22,39,nan,95,Other,2018,3,2018-04-01,2018-06-30
Pennsylvania,Pittsburgh,nan,nan,0,nan,Other,2018,3,2018-04-01,2018-06-30
Rhode Island,Providence,nan,20,nan,18,Other,2018,3,2018-04-01,2018-06-30
South Carolina,Charleston,nan,0,0,11,Other,2018,3,2018-04-01,2018-06-30
South Carolina,Greer,0,nan,0,nan,Other,2018,3,2018-04-01,2018-06-30
Tennessee,Memphis,14,nan,nan,73,Other,2018,3,2018-04-01,2018-06-30
Tennessee,Nashville,12,nan,0,49,Other,2018,3,2018-04-01,2018-06-30
Texas,Dallas,23,54,nan,290,Other,2018,3,2018-04-01,2018-06-30
Texas,El Paso,nan,nan,0,10,Other,2018,3,2018-04-01,2018-06-30
Texas,Harlingen,nan,nan,0,31,Other,2018,3,2018-04-01,2018-06-30
Texas,Houston,46,57,14,142,Other,2018,3,2018-04-01,2018-06-30
Texas,San Antonio,23,25,20,126,Other,2018,3,2018-04-01,2018-06-30
Utah,Salt Lake City,nan,nan,nan,23,Other,2018,3,2018-04-01,2018-06-30
Vermont,St. Albans,0,nan,0,nan,Other,2018,3,2018-04-01,2018-06-30
Virginia,Norfolk,nan,nan,0,60,Other,2018,3,2018-04-01,2018-06-30
Washington,Seattle,28,10,nan,65,Other,2018,3,2018-04-01,2018-06-30
Washington,Spokane,0,nan,nan,nan,Other,2018,3,2018-04-01,2018-06-30
Washington,Yakima,0,nan,0,nan,Other,2018,3,2018-04-01,2018-06-30
West Virginia,Charleston,0,0,0,0,Other,2018,3,2018-04-01,2018-06-30
Wisconsin,Milwaukee,nan,10,0,10,Other,2018,3,2018-04-01,2018-06-30
Guam,Agana,nan,0,0,nan,Other,2018,3,2018-04-01,2018-06-30
U.S. Virgin Islands,Charlotte Amalie,0,0,0,0,Other,2018,3,2018-04-01,2018-06-30
U.S. Virgin Islands,Christiansted,0,0,0,0,Other,2018,3,2018-04-01,2018-06-30
Puerto Rico,San Juan,nan,nan,nan,nan,Other,2018,3,2018-04-01,2018-06-30
Service Center,California,614,nan,0,227,Other,2018,3,2018-04-01,2018-06-30
Service Center,National Benefits Center,0,0,0,0,Other,2018,3,2018-04-01,2018-06-30
Service Center,Nebraska,185,334,55,1158,Other,2018,3,2018-04-01,2018-06-30
Service Center,Potomac,0,0,0,0,Other,2018,3,2018-04-01,2018-06-30
Service Center,Texas,94,85,nan,1699,Other,2018,3,2018-04-01,2018-06-30
Alabama,Montgomery,nan,13,nan,43,Other,2018,2,2018-01-01,2018-03-31
Alaska,Anchorage,0,0,nan,0,Other,2018,2,2018-01-01,2018-03-31
Arizona,Phoenix,nan,11,nan,36,Other,2018,2,2018-01-01,2018-03-31
Arizona,Tucson,0,0,0,nan,Other,2018,2,2018-01-01,2018-03-31
Arkansas,Fort Smith,nan,nan,0,18,Other,2018,2,2018-01-01,2018-03-31
California,Chula Vista,0,0,0,0,Other,2018,2,2018-01-01,2018-03-31
California,Fresno,nan,nan,0,31,Other,2018,2,2018-01-01,2018-03-31
California,Imperial,0,0,0,nan,Other,2018,2,2018-01-01,2018-03-31
California,Los Angeles,55,58,11,245,Other,2018,2,2018-01-01,2018-03-31
California,Los Angeles County,10,nan,nan,58,Other,2018,2,2018-01-01,2018-03-31
California,Sacramento,nan,nan,nan,26,Other,2018,2,2018-01-01,2018-03-31
California,San Bernardino,14,21,nan,41,Other,2018,2,2018-01-01,2018-03-31
California,San Diego,13,23,nan,25,Other,2018,2,2018-01-01,2018-03-31
California,San Fernando Valley,10,32,nan,60,Other,2018,2,2018-01-01,2018-03-31
California,San Francisco,26,14,nan,135,Other,2018,2,2018-01-01,2018-03-31
California,San Jose,16,16,nan,51,Other,2018,2,2018-01-01,2018-03-31
California,Santa Ana,20,18,nan,56,Other,2018,2,2018-01-01,2018-03-31
Colorado,Denver,nan,14,nan,119,Other,2018,2,2018-01-01,2018-03-31
Connecticut,Hartford,nan,15,nan,50,Other,2018,2,2018-01-01,2018-03-31
Delaware,Dover,0,0,0,0,Other,2018,2,2018-01-01,2018-03-31
District Of Columbia,Washington,35,54,30,352,Other,2018,2,2018-01-01,2018-03-31
Florida,Hialeah,nan,12,nan,81,Other,2018,2,2018-01-01,2018-03-31
Florida,Jacksonville,nan,nan,nan,19,Other,2018,2,2018-01-01,2018-03-31
Florida,Kendall,nan,32,13,66,Other,2018,2,2018-01-01,2018-03-31
Florida,Miami,nan,21,nan,192,Other,2018,2,2018-01-01,2018-03-31
Florida,Fort Myers,0,nan,0,25,Other,2018,2,2018-01-01,2018-03-31
Florida,Oakland Park,11,nan,nan,51,Other,2018,2,2018-01-01,2018-03-31
Florida,Orlando,20,nan,nan,61,Other,2018,2,2018-01-01,2018-03-31
Florida,Tampa,nan,11,nan,53,Other,2018,2,2018-01-01,2018-03-31
Florida,West Palm Beach,nan,19,nan,45,Other,2018,2,2018-01-01,2018-03-31
Georgia,Atlanta,nan,26,13,98,Other,2018,2,2018-01-01,2018-03-31
Hawaii,Honolulu,nan,nan,nan,nan,Other,2018,2,2018-01-01,2018-03-31
Idaho,Boise,nan,0,0,nan,Other,2018,2,2018-01-01,2018-03-31
Illinois,Chicago,18,47,nan,166,Other,2018,2,2018-01-01,2018-03-31
Indiana,Indianapolis,nan,nan,nan,44,Other,2018,2,2018-01-01,2018-03-31
Iowa,Des Moines,nan,nan,nan,19,Other,2018,2,2018-01-01,2018-03-31
Kansas,Wichita,nan,0,0,nan,Other,2018,2,2018-01-01,2018-03-31
Kentucky,Louisville,nan,24,nan,63,Other,2018,2,2018-01-01,2018-03-31
Louisiana,New Orleans,10,25,nan,101,Other,2018,2,2018-01-01,2018-03-31
Maine,Portland,nan,0,0,nan,Other,2018,2,2018-01-01,2018-03-31
Maryland,Baltimore,43,39,nan,492,Other,2018,2,2018-01-01,2018-03-31
Massachusetts,Boston,28,25,13,212,Other,2018,2,2018-01-01,2018-03-31
Massachusetts,Lawrence,21,26,nan,82,Other,2018,2,2018-01-01,2018-03-31
Michigan,Detroit,14,35,nan,21,Other,2018,2,2018-01-01,2018-03-31
Minnesota,St. Paul,10,16,nan,131,Other,2018,2,2018-01-01,2018-03-31
Missouri,Kansas City,nan,nan,nan,24,Other,2018,2,2018-01-01,2018-03-31
Missouri,St. Louis,nan,nan,0,17,Other,2018,2,2018-01-01,2018-03-31
Montana,Helena,0,0,0,nan,Other,2018,2,2018-01-01,2018-03-31
Nebraska,Omaha,nan,nan,nan,28,Other,2018,2,2018-01-01,2018-03-31
Nevada,Las Vegas,nan,33,nan,30,Other,2018,2,2018-01-01,2018-03-31
Nevada,Reno,nan,0,0,nan,Other,2018,2,2018-01-01,2018-03-31
New Hampshire,Manchester,nan,nan,0,nan,Other,2018,2,2018-01-01,2018-03-31
New Jersey,Mount Laurel,nan,nan,0,24,Other,2018,2,2018-01-01,2018-03-31
New Jersey,Newark,24,47,20,165,Other,2018,2,2018-01-01,2018-03-31
New Mexico,Albuquerque,nan,nan,0,11,Other,2018,2,2018-01-01,2018-03-31
New York,Albany,0,0,nan,nan,Other,2018,2,2018-01-01,2018-03-31
New York,Brooklyn,65,36,10,334,Other,2018,2,2018-01-01,2018-03-31
New York,Buffalo,nan,nan,nan,nan,Other,2018,2,2018-01-01,2018-03-31
New York,Long Island,38,55,34,575,Other,2018,2,2018-01-01,2018-03-31
New York,New York,122,137,nan,700,Other,2018,2,2018-01-01,2018-03-31
New York,Queens,64,17,20,387,Other,2018,2,2018-01-01,2018-03-31
North Carolina,Charlotte,19,12,0,60,Other,2018,2,2018-01-01,2018-03-31
North Carolina,Raleigh,nan,11,0,48,Other,2018,2,2018-01-01,2018-03-31
Ohio,Cincinnati,nan,10,nan,27,Other,2018,2,2018-01-01,2018-03-31
Ohio,Cleveland,nan,nan,nan,18,Other,2018,2,2018-01-01,2018-03-31
Ohio,Columbus,nan,nan,nan,23,Other,2018,2,2018-01-01,2018-03-31
Oklahoma,Oklahoma City,nan,nan,nan,41,Other,2018,2,2018-01-01,2018-03-31
Oregon,Portland,0,nan,nan,nan,Other,2018,2,2018-01-01,2018-03-31
Pennsylvania,Philadelphia,17,41,nan,92,Other,2018,2,2018-01-01,2018-03-31
Pennsylvania,Pittsburgh,nan,0,0,10,Other,2018,2,2018-01-01,2018-03-31
Rhode Island,Providence,nan,11,nan,24,Other,2018,2,2018-01-01,2018-03-31
South Carolina,Charleston,nan,nan,0,11,Other,2018,2,2018-01-01,2018-03-31
South Carolina,Greer,nan,nan,0,10,Other,2018,2,2018-01-01,2018-03-31
Tennessee,Memphis,27,15,nan,123,Other,2018,2,2018-01-01,2018-03-31
Texas,Dallas,25,55,15,304,Other,2018,2,2018-01-01,2018-03-31
Texas,El Paso,0,nan,nan,31,Other,2018,2,2018-01-01,2018-03-31
Texas,Harlingen,nan,nan,nan,65,Other,2018,2,2018-01-01,2018-03-31
Texas,Houston,31,58,45,166,Other,2018,2,2018-01-01,2018-03-31
Texas,San Antonio,28,80,10,80,Other,2018,2,2018-01-01,2018-03-31
Utah,Salt Lake City,nan,nan,nan,23,Other,2018,2,2018-01-01,2018-03-31
Vermont,St. Albans,nan,nan,nan,nan,Other,2018,2,2018-01-01,2018-03-31
Virginia,Norfolk,10,nan,nan,64,Other,2018,2,2018-01-01,2018-03-31
Washington,Seattle,13,10,nan,58,Other,2018,2,2018-01-01,2018-03-31
Washington,Spokane,nan,nan,nan,nan,Other,2018,2,2018-01-01,2018-03-31
Washington,Yakima,0,nan,nan,nan,Other,2018,2,2018-01-01,2018-03-31
West Virginia,Charleston,0,0,0,0,Other,2018,2,2018-01-01,2018-03-31
Wisconsin,Milwaukee,nan,nan,0,113,Other,2018,2,2018-01-01,2018-03-31
Guam,Agana,0,0,0,nan,Other,2018,2,2018-01-01,2018-03-31
U.S. Virgin Islands,Charlotte Amalie,0,nan,0,0,Other,2018,2,2018-01-01,2018-03-31
U.S. Virgin Islands,Christiansted,0,0,0,nan,Other,2018,2,2018-01-01,2018-03-31
Puerto Rico,San Juan,nan,nan,0,nan,Other,2018,2,2018-01-01,2018-03-31
Service Center,California,753,nan,nan,262,Other,2018,2,2018-01-01,2018-03-31
Service Center,National Benefits  Center,0,0,0,0,Other,2018,2,2018-01-01,2018-03-31
Service Center,Nebraska,235,511,23,1325,Other,2018,2,2018-01-01,2018-03-31
Service Center,Potomac,0,0,0,0,Other,2018,2,2018-01-01,2018-03-31
Service Center,Texas,111,237,10,2814,Other,2018,2,2018-01-01,2018-03-31
Alabama,Montgomery,nan,nan,nan,28,Other,2018,1,2017-10-01,2017-12-31
Alaska,Anchorage,0,nan,0,nan,Other,2018,1,2017-10-01,2017-12-31
Arizona,Phoenix,nan,10,0,29,Other,2018,1,2017-10-01,2017-12-31
Arizona,Tucson,nan,nan,nan,nan,Other,2018,1,2017-10-01,2017-12-31
Arkansas,Fort Smith,nan,nan,0,17,Other,2018,1,2017-10-01,2017-12-31
California,Chula Vista,0,0,0,0,Other,2018,1,2017-10-01,2017-12-31
California,Fresno,nan,nan,0,15,Other,2018,1,2017-10-01,2017-12-31
California,Imperial,0,nan,0,nan,Other,2018,1,2017-10-01,2017-12-31
California,Los Angeles,12,34,21,130,Other,2018,1,2017-10-01,2017-12-31
California,Los Angeles County,15,17,nan,36,Other,2018,1,2017-10-01,2017-12-31
California,Sacramento,nan,nan,nan,14,Other,2018,1,2017-10-01,2017-12-31
California,San Bernardino,12,40,12,26,Other,2018,1,2017-10-01,2017-12-31
California,San Diego,nan,23,nan,12,Other,2018,1,2017-10-01,2017-12-31
California,San Fernando Valley,nan,32,16,30,Other,2018,1,2017-10-01,2017-12-31
California,San Francisco,28,nan,nan,92,Other,2018,1,2017-10-01,2017-12-31
California,San Jose,nan,nan,nan,40,Other,2018,1,2017-10-01,2017-12-31
California,Santa Ana,13,18,10,49,Other,2018,1,2017-10-01,2017-12-31
Colorado,Denver,10,16,nan,122,Other,2018,1,2017-10-01,2017-12-31
Connecticut,Hartford,14,nan,0,39,Other,2018,1,2017-10-01,2017-12-31
Delaware,Dover,0,0,0,0,Other,2018,1,2017-10-01,2017-12-31
District Of Columbia,Washington,23,60,49,293,Other,2018,1,2017-10-01,2017-12-31
Florida,Hialeah,14,nan,nan,57,Other,2018,1,2017-10-01,2017-12-31
Florida,Jacksonville,nan,nan,nan,13,Other,2018,1,2017-10-01,2017-12-31
Florida,Kendall,nan,nan,nan,62,Other,2018,1,2017-10-01,2017-12-31
Florida,Miami,20,12,nan,69,Other,2018,1,2017-10-01,2017-12-31
Florida,Fort Myers,nan,nan,0,18,Other,2018,1,2017-10-01,2017-12-31
Florida,Oakland Park,nan,nan,nan,20,Other,2018,1,2017-10-01,2017-12-31
Florida,Orlando,nan,nan,nan,29,Other,2018,1,2017-10-01,2017-12-31
Florida,Tampa,nan,nan,nan,42,Other,2018,1,2017-10-01,2017-12-31
Florida,West Palm Beach,nan,23,nan,30,Other,2018,1,2017-10-01,2017-12-31
Georgia,Atlanta,10,71,nan,117,Other,2018,1,2017-10-01,2017-12-31
Hawaii,Honolulu,nan,0,0,nan,Other,2018,1,2017-10-01,2017-12-31
Idaho,Boise,0,nan,0,nan,Other,2018,1,2017-10-01,2017-12-31
Illinois,Chicago,34,23,nan,199,Other,2018,1,2017-10-01,2017-12-31
Indiana,Indianapolis,nan,nan,nan,34,Other,2018,1,2017-10-01,2017-12-31
Iowa,Des Moines,nan,10,0,25,Other,2018,1,2017-10-01,2017-12-31
Kansas,Wichita,nan,nan,0,nan,Other,2018,1,2017-10-01,2017-12-31
Kentucky,Louisville,nan,29,nan,86,Other,2018,1,2017-10-01,2017-12-31
Louisiana,New Orleans,12,58,10,72,Other,2018,1,2017-10-01,2017-12-31
Maine,Portland,nan,nan,nan,nan,Other,2018,1,2017-10-01,2017-12-31
Maryland,Baltimore,28,13,25,363,Other,2018,1,2017-10-01,2017-12-31
Massachusetts,Boston,50,35,nan,161,Other,2018,1,2017-10-01,2017-12-31
Massachusetts,Lawrence,nan,12,nan,62,Other,2018,1,2017-10-01,2017-12-31
Michigan,Detroit,15,18,nan,41,Other,2018,1,2017-10-01,2017-12-31
Minnesota,St. Paul,nan,19,nan,130,Other,2018,1,2017-10-01,2017-12-31
Missouri,Kansas City,nan,nan,0,12,Other,2018,1,2017-10-01,2017-12-31
Missouri,St. Louis,nan,nan,nan,12,Other,2018,1,2017-10-01,2017-12-31
Montana,Helena,0,nan,0,nan,Other,2018,1,2017-10-01,2017-12-31
Nebraska,Omaha,nan,nan,nan,22,Other,2018,1,2017-10-01,2017-12-31
Nevada,Las Vegas,nan,10,nan,20,Other,2018,1,2017-10-01,2017-12-31
Nevada,Reno,nan,0,0,nan,Other,2018,1,2017-10-01,2017-12-31
New Hampshire,Manchester,nan,nan,0,nan,Other,2018,1,2017-10-01,2017-12-31
New Jersey,Mount Laurel,nan,nan,nan,17,Other,2018,1,2017-10-01,2017-12-31
New Jersey,Newark,40,18,24,136,Other,2018,1,2017-10-01,2017-12-31
New Mexico,Albuquerque,0,0,0,13,Other,2018,1,2017-10-01,2017-12-31
New York,Albany,nan,nan,0,nan,Other,2018,1,2017-10-01,2017-12-31
New York,Brooklyn,78,16,11,236,Other,2018,1,2017-10-01,2017-12-31
New York,Buffalo,nan,nan,nan,nan,Other,2018,1,2017-10-01,2017-12-31
New York,Long Island,62,39,16,521,Other,2018,1,2017-10-01,2017-12-31
New York,New York,105,49,12,501,Other,2018,1,2017-10-01,2017-12-31
New York,Queens,80,52,51,291,Other,2018,1,2017-10-01,2017-12-31
North Carolina,Charlotte,nan,nan,0,34,Other,2018,1,2017-10-01,2017-12-31
North Carolina,Raleigh,nan,nan,nan,42,Other,2018,1,2017-10-01,2017-12-31
Ohio,Cincinnati,nan,14,nan,10,Other,2018,1,2017-10-01,2017-12-31
Ohio,Cleveland,nan,27,0,20,Other,2018,1,2017-10-01,2017-12-31
Ohio,Columbus,nan,nan,nan,24,Other,2018,1,2017-10-01,2017-12-31
Oklahoma,Oklahoma City,nan,nan,nan,28,Other,2018,1,2017-10-01,2017-12-31
Oregon,Portland,nan,nan,0,10,Other,2018,1,2017-10-01,2017-12-31
Pennsylvania,Philadelphia,13,56,nan,67,Other,2018,1,2017-10-01,2017-12-31
Pennsylvania,Pittsburgh,nan,0,0,nan,Other,2018,1,2017-10-01,2017-12-31
Rhode Island,Providence,nan,nan,0,26,Other,2018,1,2017-10-01,2017-12-31
South Carolina,Charleston,nan,nan,nan,nan,Other,2018,1,2017-10-01,2017-12-31
South Carolina,Greer,nan,nan,0,nan,Other,2018,1,2017-10-01,2017-12-31
Tennessee,Memphis,20,nan,nan,90,Other,2018,1,2017-10-01,2017-12-31
Texas,Dallas,31,45,34,293,Other,2018,1,2017-10-01,2017-12-31
Texas,El Paso,nan,10,nan,37,Other,2018,1,2017-10-01,2017-12-31
Texas,Harlingen,0,nan,nan,62,Other,2018,1,2017-10-01,2017-12-31
Texas,Houston,36,24,52,204,Other,2018,1,2017-10-01,2017-12-31
Texas,San Antonio,17,48,nan,101,Other,2018,1,2017-10-01,2017-12-31
Utah,Salt Lake City,11,10,nan,20,Other,2018,1,2017-10-01,2017-12-31
Vermont,St. Albans,0,0,0,nan,Other,2018,1,2017-10-01,2017-12-31
Virginia,Norfolk,nan,nan,0,36,Other,2018,1,2017-10-01,2017-12-31
Washington,Seattle,13,nan,nan,32,Other,2018,1,2017-10-01,2017-12-31
Washington,Spokane,0,nan,nan,nan,Other,2018,1,2017-10-01,2017-12-31
Washington,Yakima,0,nan,0,nan,Other,2018,1,2017-10-01,2017-12-31
West Virginia,Charleston,0,0,0,0,Other,2018,1,2017-10-01,2017-12-31
Wisconsin,Milwaukee,nan,16,nan,113,Other,2018,1,2017-10-01,2017-12-31
Guam,Agana,0,0,0,nan,Other,2018,1,2017-10-01,2017-12-31
U.S. Virgin Islands,Charlotte Amalie,0,0,0,0,Other,2018,1,2017-10-01,2017-12-31
U.S. Virgin Islands,Christiansted,0,0,0,nan,Other,2018,1,2017-10-01,2017-12-31
Puerto Rico,San Juan,0,nan,0,nan,Other,2018,1,2017-10-01,2017-12-31
Service Center,California,218,0,0,277,Other,2018,1,2017-10-01,2017-12-31
Service Center,National Benefits  Center,0,0,0,0,Other,2018,1,2017-10-01,2017-12-31
Service Center,Nebraska,349,124,nan,1636,Other,2018,1,2017-10-01,2017-12-31
Service Center,Potomac,0,0,0,0,Other,2018,1,2017-10-01,2017-12-31
Service Center,Texas,104,73,15,1186,Other,2018,1,2017-10-01,2017-12-31
Alabama,Montgomery,nan,27,nan,nan,Other,2017,4,2017-07-01,2017-09-30
Alaska,Anchorage,0,0,0,nan,Other,2017,4,2017-07-01,2017-09-30
Arizona,Phoenix,nan,nan,nan,25,Other,2017,4,2017-07-01,2017-09-30
Arizona,Tucson,nan,nan,0,nan,Other,2017,4,2017-07-01,2017-09-30
Arkansas,Fort Smith,nan,0,0,14,Other,2017,4,2017-07-01,2017-09-30
California,Chula Vista,0,0,0,0,Other,2017,4,2017-07-01,2017-09-30
California,Fresno,nan,nan,nan,nan,Other,2017,4,2017-07-01,2017-09-30
California,Imperial,0,0,0,nan,Other,2017,4,2017-07-01,2017-09-30
California,Los Angeles,nan,103,15,152,Other,2017,4,2017-07-01,2017-09-30
California,Los Angeles County,nan,22,nan,36,Other,2017,4,2017-07-01,2017-09-30
California,Sacramento,nan,11,nan,21,Other,2017,4,2017-07-01,2017-09-30
California,San Bernardino,nan,24,nan,19,Other,2017,4,2017-07-01,2017-09-30
California,San Diego,nan,46,0,27,Other,2017,4,2017-07-01,2017-09-30
California,San Fernando Valley,nan,20,nan,41,Other,2017,4,2017-07-01,2017-09-30
California,San Francisco,15,17,nan,103,Other,2017,4,2017-07-01,2017-09-30
California,San Jose,nan,nan,nan,37,Other,2017,4,2017-07-01,2017-09-30
California,Santa Ana,nan,nan,nan,39,Other,2017,4,2017-07-01,2017-09-30
Colorado,Denver,nan,27,nan,56,Other,2017,4,2017-07-01,2017-09-30
Connecticut,Hartford,nan,nan,nan,21,Other,2017,4,2017-07-01,2017-09-30
Delaware,Dover,0,0,0,0,Other,2017,4,2017-07-01,2017-09-30
District Of Columbia,Washington,16,96,30,332,Other,2017,4,2017-07-01,2017-09-30
Florida,Hialeah,23,22,nan,28,Other,2017,4,2017-07-01,2017-09-30
Florida,Jacksonville,nan,9,0,13,Other,2017,4,2017-07-01,2017-09-30
Florida,Kendall,10,16,nan,18,Other,2017,4,2017-07-01,2017-09-30
Florida,Miami,nan,15,nan,29,Other,2017,4,2017-07-01,2017-09-30
Florida,Fort Myers,0,nan,0,25,Other,2017,4,2017-07-01,2017-09-30
